plate,part,posX,posY,rotation
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Bottom_Skirts_+_Decorative_Parts\Skirts\mains_plug_panel_filtered_x1_Rev1.STL,1.5,1,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_toothed_idler_spacer_1_x2_Rev1.STL,6,5.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Tools\rail_installation_guide_center_x2_Rev1.stl,26,11.5,0
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\frame_spacer_rev1.stl,82,10,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\Z_Idlers\9mm_z_idler_frame_mirror_x2_Rev1.stl,145.5,24,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Tools\rail_installation_guide_offset_x2_Rev1.stl,13.5,21.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\left_xy_joint_middle_Rev1.STL,76.5,42,0
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_bottom_x4_Rev1.STL,206,10.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Front_Idlers\front_idler_b_lower_x1_Rev1.STL,22.5,61,90
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\left_side_plate_a_rev1.stl,230.5,22,90
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\connector_cover_a_x1_Rev1.stl,191,55.5,90
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\AB_Drive\a_drive_frame_lower_x1_Rev1.stl,116,93,90
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Tools\rail_installation_guide_center_x2_Rev1.stl,145,25.5,0
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\AB_Drive\b_drive_frame_upper_x1_Rev1.STL,67,117.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\right_xy_joint_middle_Rev1.STL,212,84,270
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\front_drive_plate_rev1.STL,210,127,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_idler_spacer_x2_Rev1.STL,44.5,26.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_toothed_idler_spacer_1_x2_Rev1.STL,144,31.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Electronics_Mounting\rpi_mounting_bracket_x1_Rev1.stl,58.5,177,90
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\right_xy_joint_bottom_Rev1.STL,153,157,0
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_idler_spacer_x2_Rev1.STL,218,27.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\x_carriage_frame_rhs_x1_Rev1.STL,154,202.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Endstop\microswitch_pulley_housing_mg2t_20t_x1_Rev1.STL,16,169.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_top_x4_Rev1.STL,37.5,76.5,180
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\top_plate_rev1.stl,109,51.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_bottom_x4_Rev1.STL,79,127.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_a_x2_Rev1.STL,208,168,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\right_xy_joint_top_Rev1.STL,27,209,270
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\rear_drive_plate_rev1.STL,70,216.5,90
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Endstop\keyed_back_panel_x1_Rev1.STL,221,206.5,0
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\x_carriage_frame_zipchain_bar_+20mm_x1_Rev1.STL,106,170.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_bottom_x4_Rev1.STL,105,228.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\x_carriage_frame_probe_retainer_PL0#_probe_x1_Rev1.STL,145.5,53,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_top_x4_Rev1.STL,138,228.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_top_x4_Rev1.STL,168,228.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_toothed_idler_spacer_2_x2_Rev1.STL,86.5,53.5,180
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\left_side_plate_b_rev1.stl,204.5,229,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\Toolhead\4010_v6_+_mosquito_cooling_fan_duct_left_x1_Rev1.STL,1.5,1,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Electronics_Mounting\meanwell_lrs_bracket_a_x1_Rev2.stl,185,185,90
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_toothed_idler_spacer_2_x2_Rev1.STL,221,48.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\left_xy_joint_top_Rev1.STL,1.5,1,270
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\Z_Idlers\9mm_z_idler_frame_mirror_x2_Rev1.stl,41.5,24,180
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_b_x2_Rev1.STL,133,36.5,90
