plate,part,posX,posY,rotation
1,D:\Voron\Voron-0\VORON-0\STLs\M2_Nut_Adapter_Rotated_x5.STL,3,73,180
1,D:\Voron\Voron-0\VORON-0\STLs\T8_Nut_Block_18mmx24mmOD_x1.STL,22,18.5,270
1,D:\Voron\Voron-0\VORON_Pocketwatch\STLs\Motor_Frame_x1.STL,25.5,65.5,270
1,D:\Voron\Voron-0\VORON-0\STLs\B_Drive_Frame_Top_x1.STL,25.5,178.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\Z_Motor_Mount_x1.STL,48,119.5,270
1,D:\Voron\Voron-0\VORON-0\STLs\B_Idler_Top_x1.STL,8.5,228,0
1,D:\Voron\Voron-0\VORON-0\STLs\V0_Extrusion_Drilling_Guide_x1.STL,11,267,90
1,D:\Voron\Voron-0\VORON-0\STLs\A_Drive_Frame_Top_x1.STL,48.5,241.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\M2_Nut_Adapter_Rotated_x5.STL,86,73,180
1,D:\Voron\Voron-0\VORON-0\STLs\A_Idler_Top_x1.STL,45,17.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\Rear_Bed_Mount_Left_x1.STL,74.5,182.5,270
1,D:\Voron\Voron-0\VORON-0\STLs\B_Drive_Frame_Bottom_x1.STL,116.5,31.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\A_Idler_Bottom_x1.STL,52,53.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\M2_Nut_Adapter_Rotated_x5.STL,100,136,180
1,D:\Voron\Voron-0\VORON-0\STLs\T8_Nut_Block_16mmx22mmOD_x1.STL,90,228.5,270
1,D:\Voron\Voron-0\VORON-0\STLs\M2_Nut_Adapter_Rotated_x5.STL,107,136,180
1,D:\Voron\Voron-0\VORON-0\STLs\A_Drive_Frame_Bottom_x1.STL,137.5,94.5,90
1,D:\Voron\Voron-0\VORON_Pocketwatch\STLs\Pocketwatch_Guts_x1.STL,104.5,266.5,0
1,D:\Voron\Voron-0\VORON-0\STLs\XY_Joint_Left_Top_x1.STL,127.5,145,270
1,D:\Voron\Voron-0\VORON-0\STLs\Spool_Holder_V0_x1.STL,147.5,233.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\M2_Nut_Adapter_Rotated_x5.STL,168,73,180
1,D:\Voron\Voron-0\VORON-0\STLs\RPi_Frame_x1.STL,202,59,0
1,D:\Voron\Voron-0\VORON-0\STLs\XY_Joint_Left_Bottom_x1.STL,120.5,225,90
1,D:\Voron\Voron-0\VORON-0\STLs\B_Idler_Bottom_x1.STL,62.5,18,0
1,D:\Voron\Voron-0\VORON-0\STLs\XY_Joint_Right_Top_x1.STL,157,167.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\MGN7_Rail_Guide_x2.STL,33,281,180
1,D:\Voron\Voron-0\VORON-0\STLs\XY_Joint_Right_Bottom_x1.STL,176.5,220.5,270
1,D:\Voron\Voron-0\VORON-0\STLs\Front_Bed_Mount_x1.STL,191.5,153.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\Rear_Bed_Mount_Right_x1.STL,193.5,261,90
1,D:\Voron\Voron-0\VORON-0\STLs\MGN7_Rail_Guide_x2.STL,69,44.5,90
