plate,part,posX,posY,rotation
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\Front_Bed_Mount_x1.STL,14.5,35.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\MGN7_Rail_Guide_x2.STL,8,82.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\M2_Nut_Adapter_Rotated_x5.STL,3,166,180
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\XY_Joint_Right_Bottom_x1.STL,23.5,112.5,270
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\XY_Joint_Right_Top_x1.STL,23.5,152,270
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\M2_Nut_Adapter_Rotated_x5.STL,42,73,180
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\Skirt_x3.STL,23,222.5,270
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\Spool_Holder_V0_x1.STL,66.5,49.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\M2_Nut_Adapter_Rotated_x5.STL,49,172,180
1,D:\Voron\Voron-0\VORON_Pocketwatch\STLs\Motor_Frame_x1.STL,71.5,126.5,270
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\M2_Nut_Adapter_Rotated_x5.STL,93,73,180
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\Rear_Bed_Mount_Right_x1.STL,77,188,0
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\Z_Motor_Mount_x1.STL,132,41,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\Skirt_mirror_x3.STL,90,262,0
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\Skirt_x3.STL,113,132.5,270
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\Rear_Bed_Mount_Left_x1.STL,112.5,212.5,270
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\A_Drive_Frame_Bottom_x1.STL,155.5,99.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\MGN7_Rail_Guide_x2.STL,25,82.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\B_Drive_Frame_Bottom_x1.STL,155.5,162.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\RPi_Frame_x1.STL,165.5,256,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\Skirt_x3.STL,199,50.5,270
1,D:\Voron\Voron-0\VORON_Pocketwatch\STLs\Pocketwatch_Guts_x1.STL,201,131.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\T8_Nut_Block_x1.STL,153.5,208.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\A_Idler_Top_x1.STL,61,224.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\Skirt_mirror_x3.STL,230.5,51,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\XY_Joint_Left_Top_x1.STL,192,193.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\M2_Nut_Adapter_Rotated_x5.STL,227,175,180
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\V0_Extrusion_Drilling_Guide_x1.STL,218.5,260,180
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\B_Drive_Frame_Top_x1.STL,256.5,133.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\Skirt_mirror_x3.STL,262.5,51,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\B_Idler_Bottom_x1.STL,157.5,8.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\A_Drive_Frame_Top_x1.STL,256.5,196.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\A_Idler_Bottom_x1.STL,201,169,270
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\XY_Joint_Left_Bottom_x1.STL,256.5,247.5,270
1,D:\Voron\Voron-0\VORON-0\STLs\VORON0.0\B_Idler_Top_x1.STL,258,276,270
