plate,part,posX,posY,rotation
1,D:\Voron\Voron-1\STLs\Gantry\X_Axis\X_Carriage\Direct_Feed\extruder_body.stl,28.5,30.5,270
1,D:\Voron\Voron-1\STLs\Gantry\AB_Drive_Units\a_drive_frame_lower.stl,26.5,120,90
1,D:\Voron\Voron-1\STLs\Gantry\AB_Drive_Units\b_drive_frame_lower.stl,59,206,0
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\corner_bracket_left.stl,61,85.5,90
1,D:\Voron\Voron-1\STLs\Gantry\X_Axis\X_Carriage\probe_retainer_bracket.stl,4.5,168.5,180
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\pcb_din_clip_x3.stl,66.5,29.5,90
1,D:\Voron\Voron-1\STLs\Gantry\X_Axis\XY_Joint\xy_joint_left_lower.stl,67.5,135,180
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\pcb_din_clip_x3.stl,86.5,29.5,90
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\panel_holder_x2.stl,96.5,119.5,90
1,D:\Voron\Voron-1\STLs\Gantry\X_Axis\X_Carriage\x_carriage_pivot_block.stl,65,173.5,270
1,D:\Voron\Voron-1\STLs\Bed\z_bearing_block_b_x2.stl,116.5,32,180
1,D:\Voron\Voron-1\STLs\Tools\rail_installation_guide_center_x2.stl,119.5,78.5,270
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Bottom_Electronics_Mounting\din_inline_mount_x2.stl,117,124.5,270
1,D:\Voron\Voron-1\STLs\Gantry\X_Axis\X_Carriage\blower_housing_rear.stl,141.5,187.5,270
1,D:\Voron\Voron-1\STLs\Bed\bed_mount_front.stl,150.5,55.5,270
1,D:\Voron\Voron-1\STLs\Gantry\Front_Idler\front_idler_b_x2.stl,158,114.5,180
1,D:\Voron\Voron-1\STLs\Spool_Management\spool_holder.stl,180.5,183,90
1,D:\Voron\Voron-1\STLs\Gantry\X_Axis\X_Carriage\x_carriage_frame_left.stl,191,35,180
1,D:\Voron\Voron-1\STLs\Gantry\AB_Drive_Units\y_endstop_housing.stl,136,228.5,270
1,D:\Voron\Voron-1\STLs\Gantry\X_Axis\X_Carriage\x_carriage_frame_right_V1.8.stl,212,93,180
1,D:\Voron\Voron-1\STLs\Tools\rail_installation_guide_center_x2.stl,139.5,141.5,180
1,D:\Voron\Voron-1\STLs\Z_Endstop\nozzle_probe.stl,208,38,180
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Bottom_Electronics_Mounting\rs25_psu_bracket_clip.stl,203,183,270
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Bottom_Electronics_Mounting\psu_brace.stl,227.5,20,270
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Bottom_Electronics_Mounting\psu_mount_clip_x2.stl,5.5,225.5,180
1,D:\Voron\Voron-1\STLs\Gantry\X_Axis\XY_Joint\cap_x2.stl,20,118,90
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\din_bracket_clamp_x4.stl,228,69.5,180
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\lock_body_x2.stl,141,190.5,0
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\lock_body_x2.stl,172,82.5,0
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\din_bracket_base_x4.stl,221,157.5,180
1,D:\Voron\Voron-1\STLs\Gantry\X_Axis\XY_Joint\cap_x2.stl,12.5,234,270
1,D:\Voron\Voron-1\STLs\Gantry\X_Axis\X_Carriage\Direct_Feed\latch_shuttle.stl,90.5,184,270
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\wire_anchor_x2.stl,214,226.5,180
1,D:\Voron\Voron-1\STLs\Electronics_Brackets\Bottom_Electronics_Mounting\psu_mount_clip_x2.stl,105,198.5,270
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\controller_fan_mount.stl,34.5,54.5,0
2,D:\Voron\Voron-1\STLs\Gantry\X_Axis\XY_Joint\xy_joint_left_upper.stl,25,121,90
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\corner_bracket_right.stl,31.5,49,270
2,D:\Voron\Voron-1\STLs\Gantry\Front_Idler\front_idler_b_x2.stl,26,174,0
2,D:\Voron\Voron-1\STLs\Gantry\X_Axis\X_Carriage\Printheads\E3D_V6\printhead_rear_e3dv6.stl,26,218.5,180
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\raspberrypi_bracket.stl,78.5,88.5,90
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\panel_holder_x2.stl,65.5,180,270
2,D:\Voron\Voron-1\STLs\Bed\z_motor_mount_x2.stl,111,164.5,270
2,D:\Voron\Voron-1\STLs\Gantry\Front_Idler\front_idler_a_x2.stl,95,24,0
2,D:\Voron\Voron-1\STLs\Gantry\X_Axis\X_Carriage\Printheads\E3D_V6\printhead_front_e3dv6.stl,136.5,77.5,180
2,D:\Voron\Voron-1\STLs\Bed\z_bearing_block_a_x2.stl,153.5,15.5,270
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\din_bracket_clamp_x4.stl,28.5,8.5,90
2,D:\Voron\Voron-1\STLs\Bed\z_bearing_block_b_x2.stl,143.5,223.5,270
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\Bottom_Electronics_Mounting\din_inline_mount_x2.stl,155,140.5,270
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\base_left.stl,168.5,50.5,90
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\din_bracket_clamp_x4.stl,175,96.5,180
2,D:\Voron\Voron-1\STLs\Gantry\X_Axis\XY_Joint\xy_joint_right_lower.stl,171.5,186.5,270
2,D:\Voron\Voron-1\STLs\Gantry\Front_Idler\front_idler_a_x2.stl,188,137,270
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\din_bracket_base_x4.stl,201,28.5,180
2,D:\Voron\Voron-1\STLs\Bed\z_bearing_block_a_x2.stl,221.5,78,180
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\din_bracket_clamp_x4.stl,205,191.5,180
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\din_bracket_base_x4.stl,204.5,229.5,90
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\base_right.stl,221.5,136,0
2,D:\Voron\Voron-1\STLs\Spool_Management\bowen_retainer.stl,225.5,186,90
2,D:\Voron\Voron-1\STLs\Electronics_Brackets\wire_anchor_x2.stl,93,219.5,180
3,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\skr_1.3_bracket_horizontal.stl,41.5,54.5,180
3,D:\Voron\Voron-1\STLs\Gantry\AB_Drive_Units\a_drive_frame_upper.stl,27,147.5,270
3,D:\Voron\Voron-1\STLs\Gantry\X_Axis\X_Carriage\Direct_Feed\extruder_motor_plate.stl,54.5,209,90
3,D:\Voron\Voron-1\STLs\Bed\z_motor_mount_x2.stl,98,145,0
3,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\pcb_din_clip_x3.stl,88.5,50.5,90
3,D:\Voron\Voron-1\STLs\Gantry\X_Axis\X_Carriage\hotend_fan_mount.stl,126.5,34,90
3,D:\Voron\Voron-1\STLs\Electronics_Brackets\Rear_Electronics_Enclosure\din_bracket_base_x4.stl,40.5,8.5,90
3,D:\Voron\Voron-1\STLs\Tools\v1.8_extrusion_drilling_jig.stl,156,93.5,180
3,D:\Voron\Voron-1\STLs\Gantry\AB_Drive_Units\b_drive_frame_upper.stl,137,207,0
