plate,part,posX,posY,rotation
1,D:\Voron\Voron-0\VORON-0\STLs\RPi_Frame_x1.STL,30,59,0
1,D:\Voron\Voron-0\VORON-0\STLs\Z_Motor_Mount_x1.STL,35,146,90
1,D:\Voron\Voron-0\VORON-0\STLs\Spool_Holder_V0_x1.STL,49.5,198.5,0
1,D:\Voron\Voron-0\VORON-0\STLs\A_Drive_Frame_Bottom_x1.STL,86.5,31.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\B_Drive_Frame_Bottom_x1.STL,91,89.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\A_Drive_Frame_Top_x1.STL,96.5,148.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\B_Drive_Frame_Top_x1.STL,139.5,31.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\Rear_Bed_Mount_Right_x1.STL,111,203.5,270
1,D:\Voron\Voron-0\VORON_Pocketwatch\STLs\Pocketwatch_Guts_x1.STL,141,92.5,90
1,D:\Voron\Voron-0\VORON-0\STLs\Front_Bed_Mount_x1.STL,158.5,137,90
1,D:\Voron\Voron-0\VORON-0\STLs\Rear_Bed_Mount_Left_x1.STL,155.5,174,180
1,D:\Voron\Voron-0\VORON_Pocketwatch\STLs\Motor_Frame_x1.STL,161.5,220,180
1,D:\Voron\Voron-0\VORON-0\STLs\XY_Joint_Right_Bottom_x1.STL,29.5,87.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\XY_Joint_Left_Bottom_x1.STL,24.5,225.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\XY_Joint_Right_Top_x1.STL,64,225.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\XY_Joint_Left_Top_x1.STL,182.5,19,270
1,D:\Voron\Voron-0\VORON-0\STLs\M2_Nut_Adapter_Rotated_x5.STL,201,73,180
1,D:\Voron\Voron-0\VORON-0\STLs\M2_Nut_Adapter_Rotated_x5.STL,208,73,180
1,D:\Voron\Voron-0\VORON-0\STLs\M2_Nut_Adapter_Rotated_x5.STL,215,73,180
1,D:\Voron\Voron-0\VORON-0\STLs\M2_Nut_Adapter_Rotated_x5.STL,222,73,180
1,D:\Voron\Voron-0\VORON-0\STLs\M2_Nut_Adapter_Rotated_x5.STL,229,73,180
1,D:\Voron\Voron-0\VORON-0\STLs\T8_Nut_Block_16mmx22mmOD_x1.STL,175,81.5,270
1,D:\Voron\Voron-0\VORON-0\STLs\T8_Nut_Block_18mmx24mmOD_x1.STL,188.5,166.5,180
1,D:\Voron\Voron-0\VORON-0\STLs\V0_Extrusion_Drilling_Guide_x1.STL,201,203,90
1,D:\Voron\Voron-0\VORON-0\STLs\B_Idler_Top_x1.STL,29,8,270
1,D:\Voron\Voron-0\VORON-0\STLs\B_Idler_Bottom_x1.STL,102,235,270
1,D:\Voron\Voron-0\VORON-0\STLs\A_Idler_Top_x1.STL,178,109,270
1,D:\Voron\Voron-0\VORON-0\STLs\A_Idler_Bottom_x1.STL,208,232,270
1,D:\Voron\Voron-0\VORON-0\STLs\MGN7_Rail_Guide_x2.STL,60,178,180
1,D:\Voron\Voron-0\VORON-0\STLs\MGN7_Rail_Guide_x2.STL,174,49.5,90
