plate,part,posX,posY,rotation
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Bottom_Skirts_+_Decorative_Parts\Skirts\mains_plug_panel_filtered_x1_Rev1.STL,1,1,0
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\left_xy_joint_top_Rev1.STL,1,1,0
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\Toolhead\4010_v6_+_mosquito_cooling_fan_duct_left_x1_Rev1.STL,1,1,0
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_toothed_idler_spacer_2_x2_Rev1.STL,5.5,5.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_toothed_idler_spacer_2_x2_Rev1.STL,5.5,17.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_toothed_idler_spacer_1_x2_Rev1.STL,5.5,29.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_toothed_idler_spacer_1_x2_Rev1.STL,5.5,41.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_idler_spacer_x2_Rev1.STL,5.5,53.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_idler_spacer_x2_Rev1.STL,5.5,65.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\x_carriage_frame_probe_retainer_PL0#_probe_x1_Rev1.STL,5,91.5,180
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\top_plate_rev1.stl,20,17,0
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Tools\rail_installation_guide_offset_x2_Rev1.stl,11.5,124.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Tools\rail_installation_guide_center_x2_Rev1.stl,11.5,152.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Tools\rail_installation_guide_center_x2_Rev1.stl,23.5,47.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Tools\rail_installation_guide_offset_x2_Rev1.stl,11.5,180.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_top_x4_Rev1.STL,21.5,83.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_top_x4_Rev1.STL,10.5,209.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_top_x4_Rev1.STL,10.5,239.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_top_x4_Rev1.STL,10.5,269.5,180
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\left_side_plate_a_rev1.stl,7.5,307,90
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\right_side_plate_a_rev1.stl,38.5,21.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_bottom_x4_Rev1.STL,32.5,116.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_bottom_x4_Rev1.STL,32.5,152.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_bottom_x4_Rev1.STL,44.5,60.5,180
