plate,part,posX,posY,rotation
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\X_Carriage\[a]_x_bearing_block.stl,14,17,180
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\[a]_z_chain_lower_mount_igus.stl,19,59,90
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\[a]_xz_tensioner_x2.stl,8.5,94.5,270
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\X_Carriage\[a]_xz_belt_clip_x2.stl,5.5,115.5,90
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\X_Carriage\Direct_Feed\[a]_guidler.stl,11,150,0
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\X_Carriage\Direct_Feed\[a]_latch.stl,14,197.5,0
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\X_Carriage\[a]_blower_housing_front.stl,39,84.5,90
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\[a]_upper_idler_support_b_right.stl,38,139.5,270
1,D:\Voron\Voron-Switchwire\STL\Gantry\Y_Axis\[a]_y_chain_frame_mount_igus.stl,27.5,229.5,270
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\[a]_xz_tensioner_x2.stl,37.5,10.5,270
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\X_Carriage\Direct_Feed\[a]_connector_cover.stl,44,192,90
1,D:\Voron\Voron-Switchwire\STL\Gantry\Y_Axis\[a]_y_belt_clip.stl,43,26.5,270
1,D:\Voron\Voron-Switchwire\STL\Gantry\Y_Axis\[a]_y_chain_bed_mount_igus.stl,72,20,180
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\X_Carriage\[a]_xz_belt_clip_x2.stl,21.5,201.5,90
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\[a]_xz_cable_cover.stl,73,92.5,0
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\[a]_upper_idler_support_b_left.stl,74.5,158,90
1,D:\Voron\Voron-Switchwire\STL\Gantry\XZ_Axis\[a]_z_chain_lower_mount_generic.stl,78,208,90
1,D:\Voron\Voron-Switchwire\STL\Gantry\Y_Axis\[a]_y_chain_frame_mount_generic.stl,99,27.5,0
1,D:\Voron\Voron-Switchwire\STL\Gantry\Y_Axis\[a]_y_chain_bed_mount_generic.stl,86,220,90
